553752,0
542025,0
523436,0
563891,0
573325,0
555404,0
539588,0
550135,0
534579,0
573978,0
589912,0
594405,0
568605,0
573412,0
598185,0
584416,0
575576,0
565640,0
558275,0
543247,0
541478,0
582639,0
583798,0
579065,0
578932,0
575576,0
554287,0
543189,0
573869,0
576465,0
566231,0
564310,0
559681,0
530988,0
536595,0
586045,0
599266,0
598221,0
583833,0
575205,0
553651,0
548070,0
587663,0
599391,0
609856,0
612944,0
604316,0
571384,0
560302,0
606294,0
607886,0
593710,0
587502,0
586420,0
568965,0
556222,0
584502,0
589987,0
602952,0
599260,0
587033,0
558666,0
539375,0
568098,0
571595,0
567380,0
569327,0
561281,0
524735,0
521408,0
536119,0
555631,0
559358,0
559515,0
556517,0
528375,0
513376,0
536495,0
547839,0
542098,0
545690,0
550703,0
542069,0
530199,0
555177,0
543335,0
531253,0
530508,0
526707,0
502028,0
464769,0
511552,0
527978,0
524120,0
521392,0
517631,0
495148,0
495255,0
516748,0
527581,0
527749,0
520420,0
513908,0
486782,0
461635,0
481173,0
476701,0
468202,0
474021,0
477314,0
454462,0
434570,0
462368,0
465223,0
467699,0
466970,0
455952,0
450208,0
411304,0
429563,0
440098,0
424687,0
391029,0
382218,0
390123,0
377093,0
405958,0
413108,0
409047,0
406858,0
375820,0
381556,0
379560,0
403752,0
405996,0
403685,0
408370,0
412523,0
392164,0
381443,0
404453,0
411358,0
411007,0
413173,0
410086,0
393285,0
378565,0
406262,0
413126,0
414274,0
414635,0
410048,0
390677,0
380113,0
405418,0
407504,0
410705,0
410825,0
416167,0
397129,0
385404,0
413362,0
416243,0
417882,0
420538,0
417617,0
402606,0
376668,0
389653,0
414475,0
417661,0
414229,0
417575,0
404020,0
389563,0
414254,0
422616,0
418863,0
424479,0
415048,0
391651,0
381467,0
389375,0
412182,0
411886,0
410601,0
412706,0
397912,0
385225,0
411202,0
415132,0
417709,0
416044,0
415900,0
391783,0
382410,0
411529,0
416076,0
412723,0
417344,0
414387,0
395685,0
382000,0
411935,0
418358,0
418013,0
421753,0
421038,0
403527,0
388307,0
417375,0
421954,0
421778,0
420326,0
414631,0
395397,0
385053,0
410980,0
414387,0
415390,0
414553,0
412266,0
395883,0
385578,0
415166,0
417821,0
417434,0
414430,0
417226,0
398306,0
386454,0
415202,0
416376,0
419485,0
422443,0
419894,0
405475,0
386872,0
395718,0
416820,0
419065,0
418511,0
417809,0
398925,0
383917,0
413443,0
411840,0
412915,0
415955,0
415190,0
402393,0
393637,0
421260,0
427673,0
424928,0
428197,0
430676,0
407849,0
395631,0
422231,0
423464,0
424586,0
425607,0
421256,0
405734,0
391828,0
421069,0
423838,0
427714,0
432788,0
433457,0
409912,0
396088,0
422716,0
422568,0
423991,0
424420,0
425292,0
412061,0
402884,0
426727,0
425617,0
435653,0
443981,0
435946,0
424746,0
414959,0
458181,0
463104,0
466163,0
